"","x"
"SMARCA4",0.0715968439441734
"LDLR",0.026627470535475
"EPS15L1",0.0247031534574022
"C19orf44",0.00854580605071047
"SLC35E1",0.0393740256373045
"MAST3",0.115807768939962
"MPV17L2",0.0195165362533966
"RAB3A",0.0332375449442246
"PVR",0.00644831057736972
"HIF3A",0.0419281727790513
"TMEM160",0.163858994473651
"ZC3H4",0.0419770020182352
"CD37",0.112131640217158
"TEAD2",0.0062557239861351
"MAPK1",0.326749346086175
"PPM1F",0.0280263617904217
"TOP3B",0.0127248686100845
"OSBP2",0.0194326961273474
"SMTN",0.0123509563653135
"LIMK2",0.0556055998439439
"PIK3IP1",0.113369575600616
"PATZ1",0.0647054287776054
"EIF4ENIF1",0.0423144356544862
"SFI1",0.017106523452166
"PVALB",0.00984795115373186
"NCF4",0.0155367602005691
"CSF2RB",0.00939112054073027
"LMF2",0.0524816866877264
"NCAPH2",0.0444049883345824
"TYMP",0.0583064770233135
"ODF3B",0.00905773103185026
"CPT1B",0.0071938224750872
"CHKB",0.0163482924125201
"IL10RB",0.0227819195424501
"IFNGR2",0.0936647771483522
"TMEM50B",0.11797504981037
"SON",0.429082151711511
"ITSN1",0.11820505472686
"ERG",0.0105231823404505
