"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GNAQ",4.11720409387025e-277,0.329509039651029,0.581,0.36,1.12325562088968e-272,"GM_astrocytes","GNAQ"
"ENTPD1-AS1",1.17559389845152e-274,0.251406911583994,0.309,0.137,3.20725527375544e-270,"GM_astrocytes","ENTPD1-AS1"
"TMEM161B-AS1",3.03522052208114e-271,0.353158128852176,0.5,0.295,8.28068862834177e-267,"GM_astrocytes","TMEM161B-AS1"
"CPEB4",1.6769214110691e-270,0.290473240027572,0.419,0.221,4.57497699367872e-266,"GM_astrocytes","CPEB4"
"BAZ2B",5.90881272127596e-264,0.294739828980528,0.494,0.276,1.61204228661851e-259,"GM_astrocytes","BAZ2B"
"CHD9",4.03660559297849e-254,0.291146112954766,0.465,0.261,1.10126673787639e-249,"GM_astrocytes","CHD9"
"CDH2",5.26893575474426e-248,0.251337672294956,0.35,0.174,1.43747105260933e-243,"GM_astrocytes","CDH2"
"RFX31",3.21839543798951e-243,0.283639708586144,0.448,0.25,8.78042643392298e-239,"GM_astrocytes","RFX3"
"PRKN",7.17112139508044e-195,0.272262823048168,0.503,0.317,1.95642533900585e-190,"GM_astrocytes","PRKN"
"TPST11",3.30763760738853e-162,0.256838240140639,0.256,0.134,9.02389692047738e-158,"GM_astrocytes","TPST1"
"FTH1",8.9466552217598e-116,0.370300943518297,0.404,0.277,2.44082647760051e-111,"GM_astrocytes","FTH1"
"DPP101",2.13952730746636e-53,0.490700600374776,0.487,0.412,5.83705840022973e-49,"GM_astrocytes","DPP10"
"PLXDC2",0,2.42167040949308,0.929,0.3,0,"microglia-macrophages","PLXDC2"
"LRMDA",0,2.04271586484008,0.842,0.083,0,"microglia-macrophages","LRMDA"
"SPP1",0,1.83268260833963,0.629,0.196,0,"microglia-macrophages","SPP1"
"ARHGAP241",0,1.70656260916557,0.753,0.088,0,"microglia-macrophages","ARHGAP24"
"DOCK41",0,1.49674780764949,0.856,0.466,0,"microglia-macrophages","DOCK4"
"DOCK8",0,1.3586726490066,0.626,0.01,0,"microglia-macrophages","DOCK8"
"MEF2A",0,1.33483215258571,0.705,0.213,0,"microglia-macrophages","MEF2A"
"APBB1IP",0,1.32444320294504,0.6,0.008,0,"microglia-macrophages","APBB1IP"
"ST6GAL1",0,1.27182945590752,0.6,0.053,0,"microglia-macrophages","ST6GAL1"
"FRMD4A",0,1.21167644130634,0.804,0.395,0,"microglia-macrophages","FRMD4A"
"ITPR22",0,1.19132564760967,0.648,0.182,0,"microglia-macrophages","ITPR2"
"CHST11",0,1.18291201141527,0.642,0.119,0,"microglia-macrophages","CHST11"
"AC074327.1",0,1.1200681131372,0.468,0.006,0,"microglia-macrophages","AC074327.1"
"SRGAP2",0,1.11686514990675,0.577,0.087,0,"microglia-macrophages","SRGAP2"
"SLC1A32",0,1.11348855142251,0.676,0.213,0,"microglia-macrophages","SLC1A3"
"MEF2C",0,1.0895953553459,0.695,0.301,0,"microglia-macrophages","MEF2C"
"FOXN3",0,1.07735669073418,0.621,0.176,0,"microglia-macrophages","FOXN3"
"LDLRAD4",0,1.06560978875432,0.613,0.204,0,"microglia-macrophages","LDLRAD4"
"SFMBT21",0,1.05813103041931,0.569,0.121,0,"microglia-macrophages","SFMBT2"
"FYB1",0,1.04840043608754,0.507,0.009,0,"microglia-macrophages","FYB1"
"RUNX1",0,1.02144101416128,0.489,0.037,0,"microglia-macrophages","RUNX1"
"HS3ST4",0,1.01752207700859,0.541,0.112,0,"microglia-macrophages","HS3ST4"
"NEAT12",0,0.988120326193338,0.754,0.409,0,"microglia-macrophages","NEAT1"
"ARHGAP15",0,0.971304245349338,0.477,0.02,0,"microglia-macrophages","ARHGAP15"
"KCNQ3",0,0.959070003462626,0.545,0.215,0,"microglia-macrophages","KCNQ3"
"ARHGAP26",0,0.937169501827889,0.598,0.222,0,"microglia-macrophages","ARHGAP26"
"SORL1",0,0.926673562862343,0.544,0.141,0,"microglia-macrophages","SORL1"
"MAML22",0,0.922591902324294,0.615,0.22,0,"microglia-macrophages","MAML2"
"BMP2K1",0,0.91843600991044,0.501,0.085,0,"microglia-macrophages","BMP2K"
"FTL",0,0.913493146546973,0.437,0.208,0,"microglia-macrophages","FTL"
"TBXAS1",0,0.900497905632572,0.471,0.008,0,"microglia-macrophages","TBXAS1"
"MAML3",0,0.891118305172736,0.496,0.088,0,"microglia-macrophages","MAML3"
"ADAM28",0,0.860187046924245,0.445,0.004,0,"microglia-macrophages","ADAM28"
"SRGAP2B",0,0.85938779824615,0.457,0.043,0,"microglia-macrophages","SRGAP2B"
"C3",0,0.855709492429315,0.43,0.013,0,"microglia-macrophages","C3"
"EPB41L2",0,0.851933541977044,0.569,0.244,0,"microglia-macrophages","EPB41L2"
"SSH2",0,0.846373811920599,0.616,0.322,0,"microglia-macrophages","SSH2"
"ANKRD44",0,0.841268139880068,0.552,0.185,0,"microglia-macrophages","ANKRD44"
"SYNDIG1",0,0.838371035625255,0.459,0.146,0,"microglia-macrophages","SYNDIG1"
"CD74",0,0.836305179174186,0.397,0.013,0,"microglia-macrophages","CD74"
"PTPRC",0,0.814279309662837,0.426,0.005,0,"microglia-macrophages","PTPRC"
"FGD41",0,0.812400965172429,0.482,0.1,0,"microglia-macrophages","FGD4"
"AOAH",0,0.79360652399943,0.425,0.031,0,"microglia-macrophages","AOAH"
"RBM47",0,0.771068482428664,0.396,0.007,0,"microglia-macrophages","RBM47"
"SLC8A1",0,0.764195678515532,0.61,0.294,0,"microglia-macrophages","SLC8A1"
"TMSB4X",0,0.756067507327784,0.469,0.205,0,"microglia-macrophages","TMSB4X"
"P2RY12",0,0.755478934700684,0.348,0.006,0,"microglia-macrophages","P2RY12"
"FAM49B",0,0.732595061490765,0.53,0.202,0,"microglia-macrophages","FAM49B"
"HDAC9",0,0.720254910469332,0.455,0.229,0,"microglia-macrophages","HDAC9"
"ETV6",0,0.71604947635739,0.437,0.093,0,"microglia-macrophages","ETV6"
"ABR1",0,0.71032542024325,0.454,0.114,0,"microglia-macrophages","ABR"
"DIAPH2",0,0.709605532080955,0.45,0.135,0,"microglia-macrophages","DIAPH2"
"IPCEF1",0,0.70559241681365,0.373,0.061,0,"microglia-macrophages","IPCEF1"
"BNC2",0,0.702383088430379,0.363,0.016,0,"microglia-macrophages","BNC2"
"FKBP5",0,0.701573438881438,0.433,0.159,0,"microglia-macrophages","FKBP5"
"ATP8B4",0,0.698825288875766,0.381,0.018,0,"microglia-macrophages","ATP8B4"
"SH3RF3",0,0.696241597168608,0.394,0.081,0,"microglia-macrophages","SH3RF3"
"CYFIP1",0,0.695090880127186,0.394,0.041,0,"microglia-macrophages","CYFIP1"
"ZFP36L11",0,0.69224414892753,0.377,0.054,0,"microglia-macrophages","ZFP36L1"
"INPP5D",0,0.691719776932143,0.374,0.008,0,"microglia-macrophages","INPP5D"
"ZFHX31",0,0.691509318597854,0.462,0.107,0,"microglia-macrophages","ZFHX3"
"LHFPL2",0,0.690986527919216,0.375,0.036,0,"microglia-macrophages","LHFPL2"
"SLC9A9",0,0.688511561032465,0.495,0.233,0,"microglia-macrophages","SLC9A9"
"AC244021.1",0,0.664529430028588,0.335,0.048,0,"microglia-macrophages","AC244021.1"
"DISC1",0,0.661869918184508,0.402,0.068,0,"microglia-macrophages","DISC1"
"DOCK2",0,0.660505856176027,0.375,0.012,0,"microglia-macrophages","DOCK2"
"MBNL1",0,0.657514470148029,0.54,0.283,0,"microglia-macrophages","MBNL1"
"AKAP13",0,0.657344352740371,0.41,0.074,0,"microglia-macrophages","AKAP13"
"LPCAT2",0,0.639654956313086,0.357,0.021,0,"microglia-macrophages","LPCAT2"
"TGFBR1",0,0.639155993300599,0.329,0.024,0,"microglia-macrophages","TGFBR1"
"PDE3B1",0,0.638037553628685,0.362,0.102,0,"microglia-macrophages","PDE3B"
"SYK",0,0.632816002769883,0.341,0.002,0,"microglia-macrophages","SYK"
"TLR2",0,0.619099493311855,0.318,0.003,0,"microglia-macrophages","TLR2"
"MED13L",0,0.615490790441572,0.537,0.305,0,"microglia-macrophages","MED13L"
"TBC1D22A",0,0.612144611256383,0.421,0.127,0,"microglia-macrophages","TBC1D22A"
"SAMSN1",0,0.609904675925123,0.321,0.006,0,"microglia-macrophages","SAMSN1"
"SLCO2B1",0,0.598771021569725,0.324,0.006,0,"microglia-macrophages","SLCO2B1"
"SAT1",0,0.595781583343032,0.328,0.06,0,"microglia-macrophages","SAT1"
"ARHGAP22",0,0.595325542488665,0.38,0.097,0,"microglia-macrophages","ARHGAP22"
"MGAT4A",0,0.584750865431857,0.358,0.061,0,"microglia-macrophages","MGAT4A"
"FMN1",0,0.583418939961159,0.362,0.149,0,"microglia-macrophages","FMN1"
"BACH1",0,0.572395055468345,0.341,0.072,0,"microglia-macrophages","BACH1"
"LYN",0,0.559618023527308,0.312,0.013,0,"microglia-macrophages","LYN"
"CSF1R",0,0.553747854898768,0.307,0.003,0,"microglia-macrophages","CSF1R"
"CTSB",0,0.553501916892229,0.327,0.049,0,"microglia-macrophages","CTSB"
"PTPRJ",0,0.550668670721352,0.422,0.184,0,"microglia-macrophages","PTPRJ"
"MERTK1",0,0.546491109947888,0.304,0.036,0,"microglia-macrophages","MERTK"
"SKAP2",0,0.540602935343115,0.321,0.052,0,"microglia-macrophages","SKAP2"
"SRGAP2C",0,0.538295816282268,0.335,0.059,0,"microglia-macrophages","SRGAP2C"
"PAG1",0,0.537506069491977,0.339,0.065,0,"microglia-macrophages","PAG1"
"JAZF1",0,0.532621098330149,0.4,0.197,0,"microglia-macrophages","JAZF1"
"APOE2",0,0.520126554926844,0.277,0.059,0,"microglia-macrophages","APOE"
"MTHFD1L",0,0.506881800675403,0.331,0.081,0,"microglia-macrophages","MTHFD1L"
"FOXP2",0,0.502400150564598,0.312,0.066,0,"microglia-macrophages","FOXP2"
"MSR1",0,0.50186515885468,0.247,0.009,0,"microglia-macrophages","MSR1"
"FLI1",0,0.50143695578014,0.289,0.005,0,"microglia-macrophages","FLI1"
"NHSL12",0,0.496176868359615,0.262,0.078,0,"microglia-macrophages","NHSL1"
"IKZF1",0,0.495432882539767,0.264,0.002,0,"microglia-macrophages","IKZF1"
"RAPGEF1",0,0.493234384595997,0.298,0.058,0,"microglia-macrophages","RAPGEF1"
"ABCC4",0,0.491115975585636,0.275,0.02,0,"microglia-macrophages","ABCC4"
"CSGALNACT12",0,0.488980215576214,0.351,0.152,0,"microglia-macrophages","CSGALNACT1"
"A2M",0,0.484634443112432,0.266,0.01,0,"microglia-macrophages","A2M"
"PALD1",0,0.479486607651662,0.267,0.007,0,"microglia-macrophages","PALD1"
"LPAR6",0,0.477897594720188,0.263,0.005,0,"microglia-macrophages","LPAR6"
"LRCH1",0,0.466675401080272,0.295,0.055,0,"microglia-macrophages","LRCH1"
"LY86",0,0.464893168864097,0.256,0.003,0,"microglia-macrophages","LY86"
"SMAP2",0,0.460976110344742,0.293,0.058,0,"microglia-macrophages","SMAP2"
"ENTPD1",0,0.455294526950409,0.266,0.023,0,"microglia-macrophages","ENTPD1"
"PTPRE",0,0.454912480136846,0.334,0.123,0,"microglia-macrophages","PTPRE"
"C1QB",0,0.450112012884092,0.241,0.006,0,"microglia-macrophages","C1QB"
"SRGN",0,0.449158897669986,0.191,0.007,0,"microglia-macrophages","SRGN"
"SP100",0,0.446694715680624,0.25,0.006,0,"microglia-macrophages","SP100"
"TAB21",0,0.444276203338097,0.343,0.12,0,"microglia-macrophages","TAB2"
"CPED1",0,0.442305678095013,0.234,0.01,0,"microglia-macrophages","CPED1"
"DENND3",0,0.433214515468624,0.247,0.017,0,"microglia-macrophages","DENND3"
"RHBDF2",0,0.432088266877721,0.245,0.003,0,"microglia-macrophages","RHBDF2"
"NCK2",0,0.430761862802032,0.252,0.033,0,"microglia-macrophages","NCK2"
"LAPTM5",0,0.429803352644076,0.243,0.004,0,"microglia-macrophages","LAPTM5"
"TGFBR2",0,0.428310912574877,0.244,0.01,0,"microglia-macrophages","TGFBR2"
"IFI16",0,0.425455346212356,0.271,0.038,0,"microglia-macrophages","IFI16"
"LINC02232",0,0.419671051526551,0.236,0.036,0,"microglia-macrophages","LINC02232"
"RASSF81",0,0.415352916282101,0.256,0.084,0,"microglia-macrophages","RASSF8"
"CCDC26",0,0.410766135337679,0.151,0.018,0,"microglia-macrophages","CCDC26"
"SH3BGRL",0,0.410328880237352,0.289,0.092,0,"microglia-macrophages","SH3BGRL"
"MYO1F",0,0.407622876065188,0.229,0.007,0,"microglia-macrophages","MYO1F"
"GRB2",0,0.406856857925814,0.271,0.059,0,"microglia-macrophages","GRB2"
"CSF2RA",0,0.404308567470372,0.216,0.003,0,"microglia-macrophages","CSF2RA"
"RASGEF1C",0,0.40312672274814,0.23,0.029,0,"microglia-macrophages","RASGEF1C"
"LRRK1",0,0.399985581736286,0.253,0.038,0,"microglia-macrophages","LRRK1"
"HLA-DRA",0,0.399171834792152,0.199,0.005,0,"microglia-macrophages","HLA-DRA"
"ST8SIA4",0,0.397915939490007,0.226,0.021,0,"microglia-macrophages","ST8SIA4"
"PIK3R5",0,0.396371691359856,0.22,0.002,0,"microglia-macrophages","PIK3R5"
"SOCS6",0,0.393391636097973,0.229,0.031,0,"microglia-macrophages","SOCS6"
"OLR1",0,0.389101901916573,0.193,0.004,0,"microglia-macrophages","OLR1"
"C1QA",0,0.38557265533258,0.209,0.004,0,"microglia-macrophages","C1QA"
"SH3KBP1",0,0.384255819812665,0.317,0.125,0,"microglia-macrophages","SH3KBP1"
"ANKS1A",0,0.380144363043704,0.288,0.101,0,"microglia-macrophages","ANKS1A"
"NPL2",0,0.380051064306634,0.248,0.053,0,"microglia-macrophages","NPL"
"RIN3",0,0.370887787487178,0.219,0.011,0,"microglia-macrophages","RIN3"
"PELI1",0,0.367909115880479,0.246,0.052,0,"microglia-macrophages","PELI1"
"MAF",0,0.366052632899076,0.234,0.036,0,"microglia-macrophages","MAF"
"CAPZB",0,0.36582369832808,0.282,0.1,0,"microglia-macrophages","CAPZB"
"MS4A6A",0,0.364250166936691,0.186,0.001,0,"microglia-macrophages","MS4A6A"
"SLC4A7",0,0.36287683378298,0.247,0.06,0,"microglia-macrophages","SLC4A7"
"ARHGAP25",0,0.362110668109488,0.203,0.005,0,"microglia-macrophages","ARHGAP25"
"GNB4",0,0.359838458936879,0.216,0.022,0,"microglia-macrophages","GNB4"
"ZNF710",0,0.3591767361025,0.223,0.034,0,"microglia-macrophages","ZNF710"
"IFNGR1",0,0.358526251643608,0.227,0.036,0,"microglia-macrophages","IFNGR1"
"BLNK",0,0.357730687593245,0.201,0.002,0,"microglia-macrophages","BLNK"
"FAM149A",0,0.356078551313629,0.196,0.009,0,"microglia-macrophages","FAM149A"
"TNFRSF1B",0,0.354524606053143,0.179,0.003,0,"microglia-macrophages","TNFRSF1B"
"RAB31",0,0.351587338680154,0.257,0.073,0,"microglia-macrophages","RAB31"
"DLEU7-AS1",0,0.348371722758472,0.196,0.004,0,"microglia-macrophages","DLEU7-AS1"
"WDFY4",0,0.345821648981295,0.201,0.002,0,"microglia-macrophages","WDFY4"
"NFATC2",0,0.345817765733958,0.198,0.007,0,"microglia-macrophages","NFATC2"
"SCIN",0,0.344433224077673,0.176,0.002,0,"microglia-macrophages","SCIN"
"SLC2A5",0,0.339370646174314,0.184,0.003,0,"microglia-macrophages","SLC2A5"
"SUSD6",0,0.338157449789596,0.218,0.035,0,"microglia-macrophages","SUSD6"
"CPVL",0,0.336724184619763,0.187,0.006,0,"microglia-macrophages","CPVL"
"ARHGAP6",0,0.336349831868047,0.2,0.034,0,"microglia-macrophages","ARHGAP6"
"LIMS1",0,0.334761423117987,0.238,0.073,0,"microglia-macrophages","LIMS1"
"HIF1A",0,0.334603825513415,0.22,0.069,0,"microglia-macrophages","HIF1A"
"MKNK1",0,0.331137050578696,0.219,0.043,0,"microglia-macrophages","MKNK1"
"DOCK11",0,0.330962639748037,0.214,0.034,0,"microglia-macrophages","DOCK11"
"RREB1",0,0.330759748474948,0.196,0.017,0,"microglia-macrophages","RREB1"
"CD86",0,0.325730741424986,0.189,0.002,0,"microglia-macrophages","CD86"
"ALOX5",0,0.324391255331036,0.187,0.005,0,"microglia-macrophages","ALOX5"
"MANBA",0,0.324346265797907,0.229,0.059,0,"microglia-macrophages","MANBA"
"EML4",0,0.323676863600158,0.223,0.054,0,"microglia-macrophages","EML4"
"BHLHE41",0,0.322280303784362,0.213,0.036,0,"microglia-macrophages","BHLHE41"
"TNS3",0,0.322241000292327,0.223,0.047,0,"microglia-macrophages","TNS3"
"FMNL3",0,0.322118860665089,0.209,0.036,0,"microglia-macrophages","FMNL3"
"CX3CR1",0,0.319974089423875,0.165,0.001,0,"microglia-macrophages","CX3CR1"
"ALPK1",0,0.316194198101545,0.18,0.008,0,"microglia-macrophages","ALPK1"
"ACSL1",0,0.315572949541508,0.197,0.058,0,"microglia-macrophages","ACSL1"
"C1QC",0,0.313637673531388,0.173,0.002,0,"microglia-macrophages","C1QC"
"USP6NL",0,0.312507955737532,0.197,0.032,0,"microglia-macrophages","USP6NL"
"RUNX2",0,0.31142217042221,0.194,0.028,0,"microglia-macrophages","RUNX2"
"CD14",0,0.310525000460509,0.164,0.003,0,"microglia-macrophages","CD14"
"IRAK3",0,0.309513688740457,0.174,0.005,0,"microglia-macrophages","IRAK3"
"PSMA1",0,0.309027526784498,0.187,0.03,0,"microglia-macrophages","PSMA1"
"CD53",0,0.30715637853307,0.18,0.005,0,"microglia-macrophages","CD53"
"XACT",0,0.306895021331737,0.115,0.01,0,"microglia-macrophages","XACT"
"USP53",0,0.306115874720027,0.18,0.041,0,"microglia-macrophages","USP53"
"PIK3AP1",0,0.305173155531401,0.17,0.003,0,"microglia-macrophages","PIK3AP1"
"HCK",0,0.300625735919179,0.171,0.003,0,"microglia-macrophages","HCK"
"GPRIN3",0,0.300284953208648,0.182,0.023,0,"microglia-macrophages","GPRIN3"
"SLC11A1",0,0.299518106176606,0.163,0.003,0,"microglia-macrophages","SLC11A1"
"TFEC",0,0.299472380691288,0.171,0.003,0,"microglia-macrophages","TFEC"
"RCSD1",0,0.297963553445071,0.171,0.004,0,"microglia-macrophages","RCSD1"
"SLC25A37",0,0.293577356999985,0.197,0.048,0,"microglia-macrophages","SLC25A37"
"HCLS1",0,0.292642482703587,0.171,0.002,0,"microglia-macrophages","HCLS1"
"KCNK13",0,0.29154949845878,0.165,0.01,0,"microglia-macrophages","KCNK13"
"CTSC",0,0.29027000861612,0.174,0.005,0,"microglia-macrophages","CTSC"
"MIR646HG",0,0.289576697775963,0.185,0.051,0,"microglia-macrophages","MIR646HG"
"HLA-DRB1",0,0.285574035683451,0.153,0.005,0,"microglia-macrophages","HLA-DRB1"
"MIS18BP1",0,0.284899926503853,0.176,0.019,0,"microglia-macrophages","MIS18BP1"
"POU2F2",0,0.284168565559467,0.174,0.019,0,"microglia-macrophages","POU2F2"
"CSF3R",0,0.283745697699223,0.167,0.001,0,"microglia-macrophages","CSF3R"
"IL18",0,0.281612190490163,0.164,0.002,0,"microglia-macrophages","IL18"
"FAM129A",0,0.278258789653329,0.142,0.006,0,"microglia-macrophages","FAM129A"
"ZFP36L2",0,0.277529129225513,0.175,0.028,0,"microglia-macrophages","ZFP36L2"
"NCKAP1L",0,0.276843855039861,0.166,0.002,0,"microglia-macrophages","NCKAP1L"
"CCND3",0,0.274219961275732,0.192,0.055,0,"microglia-macrophages","CCND3"
"B3GNT5",0,0.270979342744389,0.153,0.003,0,"microglia-macrophages","B3GNT5"
"FGD2",0,0.26763149550125,0.153,0.001,0,"microglia-macrophages","FGD2"
"TMEM156",0,0.265385884383604,0.15,0.003,0,"microglia-macrophages","TMEM156"
"TBC1D14",0,0.265378677323396,0.188,0.049,0,"microglia-macrophages","TBC1D14"
"PLA2G4A",0,0.265364367050471,0.157,0.009,0,"microglia-macrophages","PLA2G4A"
"CD163",0,0.263741778826065,0.106,0.001,0,"microglia-macrophages","CD163"
"AC025569.1",0,0.259741712321501,0.147,0.005,0,"microglia-macrophages","AC025569.1"
"IL13RA1",0,0.259421793478711,0.159,0.006,0,"microglia-macrophages","IL13RA1"
