"","logFC","AveExpr","t","P.Value","adj.P.Val","z.std"
"SLC1A5",1.05602861270714,3.87312539760266,1.48947850739813,0.164017344535733,0.569815127795357,1.39168652500188
"CYTL1",-1.23423575063643,2.42950451477208,-1.51348551825654,0.164041814215531,0.569815127795357,-1.39160575823047
"CLBA1",1.09802867053701,1.87222868844494,1.51623959140515,0.164050803639448,0.569815127795357,1.39157608922933
"ROR2",1.39734429674569,-0.134075361597055,1.45701189281246,0.164091966643741,0.569837833943036,1.39144024909068
"SLC35G2",0.712455601383447,3.77188911792854,1.49637725728493,0.164150345344008,0.569920302389522,1.39124764024246
"C11orf54",-0.452230210323634,4.91013995147529,-1.5000300707345,0.164235499582865,0.57001264293516,-1.39096678337422
"ADPRHL2",-0.455398849888228,4.56127641373663,-1.53000574189036,0.164284410542062,0.57001264293516,-1.39080551418091
"LDAH",0.531627984277841,3.35493208750193,1.48516565023667,0.164301810692119,0.57001264293516,1.39074815113584
"AC009318.4",0.959326909122539,0.0137621830803074,1.4477361521681,0.164327792398151,0.57001264293516,1.39066250580714
"HSPB1",1.60704397167171,8.591928586602,1.51588898796892,0.164350124003605,0.57001264293516,1.3905889007131
"CNTF",1.46013150375603,-0.580508580230507,1.47057398265864,0.164458174875493,0.570045893540486,1.39023287081329
"OAZ3",1.19329897328865,0.501796624336097,1.45199473565451,0.164494086158524,0.570045893540486,1.3901145813874
"TCF7L2",0.48728128506453,4.66538599067028,1.50186435623476,0.164512385706682,0.570045893540486,1.39005431134897
"DMXL1",-0.497779221821364,5.41451243026378,-1.50706277016235,0.164518740863764,0.570045893540486,-1.39003338165484
"PIK3CD",0.660310270958042,3.17696158800898,1.46204335150913,0.16454122149756,0.570045893540486,1.3899593501666
"IRF7",1.17855448152419,3.49055606261683,1.50987971283152,0.164567542092171,0.570045893540486,1.38987268289549
"SIRT7",-0.591501591771061,3.82648754030402,-1.50123145267325,0.164663457812237,0.570258107158245,-1.38955694422788
"FBXO33",-0.455848123003776,4.32948677571851,-1.43182776243735,0.164716843390179,0.570292419840407,-1.38938126773708
"AC026801.2",-0.710498534615169,1.43874644909383,-1.5040132332666,0.164742672657307,0.570292419840407,-1.38929628648189
"SNAP47",-0.349264369612791,4.22645323082193,-1.45155387331737,0.164912279536798,0.570650264352161,-1.38873850945335
"KIAA1958",-0.312084509673116,4.1751774730178,-1.48950755400611,0.164915395105966,0.570650264352161,-1.38872826748914
"GAB1",-0.479597856385075,7.05954990325508,-1.48466534206534,0.165027948272724,0.570864746267446,-1.38835836356023
"CREBZF",-0.358141192631151,5.33878324594177,-1.45049179449826,0.165046755954336,0.570864746267446,-1.38829657097894
"OXSR1",0.206060294905322,4.56590447692139,1.48420684936419,0.165156767480923,0.571013583763759,1.38793523458094
"EPRS",-0.239332781479387,6.0305704063903,-1.51687391490927,0.165177647297179,0.571013583763759,-1.38786667461035
"PCBD2",0.601222118511575,2.76963387882557,1.48278703041968,0.165193879340053,0.571013583763759,1.38781338035386
"NR2F6",0.511653528291654,4.24288318117151,1.49643652431668,0.165467023548212,0.571775418287936,1.38691716349712
"DDX1",-0.226199577180195,6.09036711396448,-1.43489153225658,0.165483764799504,0.571775418287936,-1.3868622697906
"PACRG-AS3",-1.19271744977624,0.0583408199432833,-1.5042093988313,0.165589223855657,0.571907392761783,-1.38651657097992
"FKBP14",0.541873232275422,3.07978631512367,1.49748396263404,0.16559146421036,0.571907392761783,1.38650922880899
"TSC22D2",0.331062595442969,5.16194368232462,1.50568018235877,0.16585586733857,0.572583469901858,1.38564324178193
"TRIM52",-0.768438824726027,3.1966157087134,-1.46869339482584,0.165875277446133,0.572583469901858,-1.38557970970848
"AC004982.1",-0.770361215360425,1.45371768478407,-1.47263555347526,0.166032612000083,0.572583469901858,-1.38506493735669
"ALKBH6",-0.41085055440726,3.36074004815039,-1.42668524173957,0.166041032964442,0.572583469901858,-1.38503739571581
"JAK2",0.501885493410799,3.40538385456531,1.44250764346315,0.166042100113123,0.572583469901858,1.38503390556992
"AATK",-0.83686735525378,7.06649162262886,-1.48775912971914,0.166045969859244,0.572583469901858,-1.38502124957574
"AL390067.1",-1.0198732729681,-0.592783496623456,-1.42658750205715,0.166068944620355,0.572583469901858,-1.38494611524988
"CHST1",0.861599011553619,4.33598058941972,1.43874812138613,0.166089958709694,0.572583469901858,1.38487739975113
"OPHN1",0.689504562039596,3.58479696357143,1.48116315319509,0.166100351541075,0.572583469901858,1.3848434178927
"RPL39L",0.609042993314859,4.06326071498832,1.4776585876321,0.166338217572178,0.573191633193907,1.38406609452672
"SMARCD3",0.597605919255949,4.91094018096504,1.4981606790156,0.166359666047517,0.573191633193907,1.38399604406137
"CLASRP",-0.451782628393997,4.13434811856167,-1.45943506403411,0.166434385608287,0.573191633193907,-1.38375206388818
"OSBPL1A",-0.382384268094773,6.69207267511242,-1.49059239552796,0.166446523900066,0.573191633193907,-1.38371243676199
"SAMD14",0.761790719783525,2.64292053999625,1.46360752149827,0.166450921494421,0.573191633193907,1.38369808074541
"C19orf47",-0.642022024213333,2.12210970496177,-1.47152045925206,0.16650693162486,0.573264555177893,-1.38351525972652
"SLCO4A1-AS1",1.2520564333936,-0.556362004269252,1.45456406337046,0.166563000036035,0.573337647268989,1.38333229477763
"ACAD10",0.56610394221547,2.60194434228284,1.4462002362106,0.166598508525548,0.573339952907768,1.38321644583161
"CD8A",1.72282896999103,1.62869974972649,1.44884128948946,0.166699211958449,0.573566575622035,1.38288799473435
"MED23",-0.327257115030286,4.10666456898515,-1.51973863014423,0.166823547897168,0.573652771128331,-1.38248267030912
"CALCOCO1",-0.331873610561068,4.83752551919727,-1.44619469706087,0.166837015352262,0.573652771128331,-1.38243878119923
"SCOC",-0.396514670679734,7.60190700863559,-1.49457593006361,0.166904175986985,0.573652771128331,-1.38221995104617
"AL359715.1",-1.38510672933984,-0.304052330010777,-1.45820923233278,0.166933558949495,0.573652771128331,-1.38212423306247
"SPTSSA",0.253317261325108,6.24953418161399,1.4640434779879,0.166946157861634,0.573652771128331,1.38208319470561
"UTP14C",-0.383296854698444,4.71813042469993,-1.47853277572157,0.167045105176429,0.573652771128331,-1.38176097513554
"PAQR7",0.630024046406396,3.1791591482137,1.43472558785115,0.167130479799537,0.573652771128331,1.38148306996018
"ACADM",-0.168871046665023,5.74586215870987,-1.43812220352152,0.167172089126816,0.573652771128331,-1.38134766501044
"WDR4",-0.562103765133141,2.11779196446228,-1.4962331313331,0.167177055881658,0.573652771128331,-1.38133150390343
"CHEK2",0.919259667058037,1.27438574982636,1.44232062872338,0.167187019303866,0.573652771128331,1.38129908544607
"ZNF45",-0.507405676623602,2.40538412890601,-1.4595359711199,0.167188055685071,0.573652771128331,-1.38129571340695
"COL15A1",1.14123379667589,1.33899538648075,1.45090412904429,0.167198741414887,0.573652771128331,1.38126094651845
"NSMCE2",-0.443991640825593,3.5753282127382,-1.49729961589941,0.167267699386125,0.573652771128331,-1.38103662630791
"CST7",2.03799605276938,0.570181287396919,1.45327178075775,0.167270665505095,0.573652771128331,1.38102697908467
"NSMCE1",-0.296548142011595,5.68297055579158,-1.5103881261985,0.167330336381438,0.573652771128331,-1.3808329284385
"HIC2",0.799706689578663,1.98386845445238,1.4595491974488,0.167338803214364,0.573652771128331,1.38080539837418
"ABAT",0.575998535210428,6.03516025469634,1.48641037719119,0.167359233156744,0.573652771128331,1.38073897434632
"FCGR2A",0.90161667511242,5.9311870556748,1.50497330963235,0.167387549247894,0.573652771128331,1.38064692009473
"SPCS2",-0.205974848659232,7.57537670679099,-1.46288337513443,0.167414923183977,0.573652771128331,-1.38055793986475
"AL355297.3",1.3796111033984,0.324360985897335,1.4861832915283,0.167421417009745,0.573652771128331,1.38053683299138
"AP000802.1",-1.00095316462451,1.40133427295272,-1.51340972048786,0.167475221177835,0.573717675879191,-1.38036197702787
"GTDC1",-0.440547799055017,5.09416706584437,-1.48787459458692,0.167572446693627,0.573931270600836,-1.38004611479765
"PAXIP1",-0.439533352649565,2.74367133508207,-1.49215009762958,0.167614082572343,0.573937146817272,-1.37991089197559
"TFIP11",-0.311357480779019,3.92040370365717,-1.44926402728799,0.167643912301794,0.573937146817272,-1.37981402805768
"ATP11B",-0.370656214059673,4.46285827580853,-1.48099403312178,0.167704715696607,0.574025895636244,-1.37961662568118
"NXN",0.562048787502685,2.92576533534916,1.53592050388186,0.167775917465537,0.574097283040855,1.37938553258874
"AL356275.1",1.63092648772708,-0.486595934262028,1.47947405086884,0.167795341278879,0.574097283040855,1.37932250327529
"IFT52",-0.454409560433813,4.14175233369492,-1.49489325008695,0.167881695687768,0.574273345652379,-1.37904235380115
"CH25H",1.09874369283904,3.47289872754396,1.45248410687196,0.167928933072122,0.574315555188678,1.37888915288357
"ZNF333",-0.384330459901781,3.61548958025572,-1.45032057338276,0.167992944686836,0.574378814283626,-1.37868160118554
"EEF1AKMT4",1.11991738090951,-0.259085062604412,1.43709900140727,0.168059206757802,0.574378814283626,1.37846681513345
"GSS",-0.578574323876801,3.98420082316695,-1.52673049011056,0.168082982516204,0.574378814283626,-1.37838976239262
"CCDC159",-0.525818290049155,3.71969891246864,-1.49737809997583,0.168107970356201,0.574378814283626,-1.37830879034349
"PHF21B",0.829008631311104,1.49241412671118,1.47159472892794,0.16812193889556,0.574378814283626,1.37826352981421
"CCR10",0.793850553809314,1.35727377166973,1.43136522441906,0.168199624204652,0.574524951335815,1.37801186722073
"ZNF319",0.325311783145572,3.51773116531168,1.41897268598583,0.168255046255082,0.574534897248259,1.37783238007791
"KLRD1",1.86953587463183,0.688284084285338,1.44540418240512,0.168285219077347,0.574534897248259,1.37773468250895
"SOGA1",-0.434947036089671,5.18923000514021,-1.47063812604478,0.168347078296581,0.574534897248259,-1.37753442762388
"AL445493.3",-1.0744414429924,-0.10908515166924,-1.41858842401342,0.168365966815935,0.574534897248259,-1.37747329142829
"ERMN",-0.820753988848881,8.73556507790404,-1.46232769315092,0.168377092387942,0.574534897248259,-1.37743728386059
"DEF8",-0.259361148097426,5.06569653893953,-1.48228926509566,0.168510254630887,0.574714399934172,-1.37700644694365
"PLCD3",0.582769396534339,5.75539132490484,1.50669166841162,0.168514719505576,0.574714399934172,1.37699200558908
"FZD5",-0.498077995274425,3.46819910208451,-1.46233385161013,0.168534465217373,0.574714399934172,-1.37692814277714
"AC067750.1",1.34021380242288,0.215569547629951,1.48539915545008,0.168770043515692,0.575261011905489,1.376166653542
"CIAO1",-0.34390659508774,4.07463317053052,-1.4420239575053,0.168781316263361,0.575261011905489,-1.37613023523
"AC012368.1",-0.920950394293017,2.53249510698718,-1.49961828612992,0.168841929346691,0.575261011905489,-1.37593444680355
"RETREG1",-0.642785061215093,6.79278847459956,-1.47999904230618,0.16887817949615,0.575261011905489,-1.37581737913628
"LAMB3",0.781068228970963,1.06832422114684,1.41672972466571,0.168903318660269,0.575261011905489,1.37573620479553
"PLPP2",-0.874692867881346,6.15844206343098,-1.5678637395937,0.168932417817247,0.575261011905489,-1.3756422549591
"IST1",-0.323369545514678,6.41238193824803,-1.51148431025622,0.168987398555065,0.575261011905489,-1.37546477672238
"SEMA3G",-0.947731387925278,1.69482289083025,-1.44381805489064,0.169000602815575,0.575261011905489,-1.37542215972117
"DLEC1",1.57849932931115,1.72517478419839,1.45616431917922,0.169009357268217,0.575261011905489,1.37539390593633
"DCST1-AS1",1.39828282122891,-0.691774222470853,1.42303078975627,0.169208176119356,0.575818642348271,1.37475254098825
"SLC3A2",0.643943623200701,6.69854834685133,1.49605732972835,0.16929859447251,0.575990739855073,1.37446104957777
"FAM57A",0.619931917977082,2.57942254761997,1.49182277342206,0.169328747610065,0.575990739855073,1.37436386761383
"CASC1",1.75000182470535,0.870948358141832,1.41479787524812,0.169463263821371,0.576329186341869,1.37393048702495
"LINC01144",-0.895441436209172,-0.157513705389727,-1.44555927598206,0.16956107564446,0.576542690471255,-1.37361552157729
"ERCC8",-0.35001908211313,2.5936973861568,-1.43193406115802,0.169596145692781,0.576542815465005,-1.37350262512376
"ZNF169",0.743260077726837,1.79672047424885,1.414195049256,0.169638294467924,0.576566999599054,1.37336696420281
"MCCC2",0.450827306804042,4.56072901976184,1.47960755548826,0.169815759720082,0.577050992713893,1.37279604792276
"CBL",0.280797431298516,4.82303447338654,1.48202554494477,0.169906015632778,0.57723850108766,1.37250586085376
"MRPL51",-0.246028694503892,7.01621155815199,-1.41430888565007,0.17001364732403,0.577484952324366,-1.37215995892612
"KPNA3",-0.178563442263927,5.51060207464628,-1.4127470132767,0.17005931948846,0.577520887499297,-1.3720132293636
"SLAMF7",2.27878213414644,1.60229263176411,1.44350703604383,0.170155271756688,0.577689655870488,1.37170506263312
"TRIM69",0.439346067288719,5.49547075165639,1.4802501291047,0.17024327544893,0.577689655870488,1.37142253856322
"CCNT2",-0.349805701373222,4.87994978703343,-1.45742015693252,0.17030857059676,0.577689655870488,-1.37121298795379
"ZNF558",0.402026917611377,3.430649042033,1.47907689705296,0.17033403860624,0.577689655870488,1.37113127022388
"FAM167A-AS1",0.77135185314541,0.696108622311669,1.41158080964847,0.170399003696329,0.577689655870488,1.3709228619504
"OSGIN1",1.28098249851241,2.20691042223365,1.48713692246426,0.170447036014742,0.577689655870488,1.37076881235618
"ARHGEF1",-0.404065269521423,4.56837700347466,-1.41641558186228,0.170474440454272,0.577689655870488,-1.37068093521473
"RETREG3",0.282243017452965,4.34110581001219,1.44665820045152,0.170475688242213,0.577689655870488,1.37067693421581
"FAM24B",-0.741983887636658,1.78947178547901,-1.46763792999184,0.17047917444071,0.577689655870488,-1.37066575592913
"AGAP5",-1.01728795804822,1.55433647921676,-1.45649218277284,0.170483809172782,0.577689655870488,-1.37065089520352
"PDHB",-0.409964619907917,5.86026350654261,-1.46328546757788,0.170495148481677,0.577689655870488,-1.3706145383137
"AL031056.2",1.11639598931846,1.32611366294883,1.45091689638802,0.170547022294563,0.577738353363041,1.37044823994279
"TANK",0.223424824778605,5.51684213184743,1.41253016731126,0.170579732575258,0.577738353363041,1.37034339598547
"SIRT4",0.877834594659983,0.345603833688253,1.43089596965811,0.17066926452481,0.577765675200859,1.37005650255054
"ARHGEF19",1.40682169503819,-0.30999699709074,1.5168886856557,0.17069345706037,0.577765675200859,1.36997900008033
"NAP1L2",0.727663066730023,4.40949723158835,1.43738859350275,0.170722176704097,0.577765675200859,1.36988700538579
"AC069503.1",-1.13793363140983,0.137962563684104,-1.45803862540862,0.1707686090014,0.577765675200859,-1.36973829808021
"C12orf29",-0.296981897282096,4.86084593131904,-1.47383977220937,0.170852018429246,0.577765675200859,-1.36947124129638
"YIF1B",-0.36702545586755,4.88671143578209,-1.41073678165759,0.170856419864347,0.577765675200859,-1.36945715168009
"TBX2-AS1",0.68674129052238,0.585571639097496,1.41000472081723,0.170858933223292,0.577765675200859,1.36944910618457
"HIST1H4E",0.624656663901609,2.08959791536814,1.44665764508806,0.170968905647141,0.577765675200859,1.36909716099663
"BTK",0.997375943274638,2.48215610526578,1.43676106023257,0.171030812644949,0.577765675200859,1.36889911436322
"ZMYM4",0.238455485226763,4.98368163762709,1.40934365706138,0.171052136233621,0.577765675200859,1.36883091051608
"ABL1",-0.343426441109614,5.65870178699868,-1.48446920827229,0.171069529090106,0.577765675200859,-1.36877528389478
"DAPK1",0.670941469636809,3.98523724848925,1.45873273140637,0.171097784242018,0.577765675200859,1.36868492601637
"DGKG",1.00561273309828,2.84397634200369,1.45292079853582,0.171109222531334,0.577765675200859,1.36864835039355
"C8orf76",0.220813945555563,3.46276961947067,1.40913885389274,0.171112027366556,0.577765675200859,1.36863938179738
"SP100",0.715617640101322,4.43836499607512,1.45480986968729,0.171114413376009,0.577765675200859,1.36863175250349
"CCDC88B",0.751079599783466,3.49976242461315,1.47919085252848,0.171197623183909,0.577788403845691,1.36836573795996
"ANGPTL5",1.23366626318901,-0.390366154077317,1.42163561923619,0.17120582862693,0.577788403845691,1.3683395111145
"ZDHHC1",0.907413102019032,2.45669317690926,1.43259803692904,0.171226471747915,0.577788403845691,1.36827353420253
"UNC50",-0.220003513034841,5.59640266280885,-1.44227521327829,0.171280431099443,0.577851999713723,-1.36810110432694
"KLHL20",-0.253043210669054,3.67307455127701,-1.40733907437804,0.171639058236798,0.578943222259271,-1.36695612507498
"VWA1",-0.655975535671778,7.05666299561772,-1.49560558829803,0.171799455836912,0.579365500964765,-1.36644460746025
"CRTC1",0.515409271675878,4.24095169821838,1.45971193125446,0.172005211028366,0.579940536343746,1.3657889647806
"RIMS2",1.52675565333563,2.87096317132731,1.46975511083755,0.172098071884784,0.580047324099215,1.36549325415065
"CDC26",0.349609491267529,5.37278372553301,1.47610930257601,0.172132512786469,0.580047324099215,1.3653836092171
"MYH11",-1.70734134065285,1.70981193444542,-1.41565356586685,0.172168176369871,0.580047324099215,-1.36527008909027
"MPPE1",-0.340063368308051,4.41228512514911,-1.45085608685704,0.172177868276397,0.580047324099215,-1.36523924199276
"ARHGAP35",0.412693062462512,6.05477585580616,1.45250739086065,0.172288822524587,0.580203031042179,1.3648861928022
"AC093525.4",-1.24463387535778,-0.356268217119771,-1.43226850772415,0.172294598815284,0.580203031042179,-1.3648678176799
"GMPPA",0.439606091983326,3.62243939495173,1.44512385662213,0.172369158905997,0.580226628230945,1.36463067381318
"PHOSPHO2",0.844711197503523,0.883985580209626,1.4127067016624,0.172372120399896,0.580226628230945,1.36462125614799
"ZNF32",-0.271680712615705,5.39261474620854,-1.48856437485978,0.172492695709287,0.580405355140234,-1.36423792473123
"ARHGAP44",0.837993485072217,2.75969495462661,1.42572069962761,0.172522964447191,0.580405355140234,1.36414172623558
"PAXBP1",-0.422386636584951,5.20630701237501,-1.45898124685617,0.17256620909573,0.580405355140234,-1.36400431028742
"BEX4",-0.398806466819165,7.11919657136958,-1.47047769454367,0.172587499228611,0.580405355140234,-1.36393666735881
"AC124045.1",-0.889719990587839,0.940646141081737,-1.41357133696781,0.172629830963523,0.580405355140234,-1.36380218967037
"KLF3",-0.308241138052676,5.76182777884569,-1.49702423696611,0.172636988659735,0.580405355140234,-1.36377945383736
"ERRFI1",0.460490098335405,4.4350622512543,1.52059210377882,0.172691560890821,0.580405355140234,1.36360613280833
"C3orf33",-0.4015362168403,2.49868444877941,-1.40370430352688,0.172707360036564,0.580405355140234,-1.36355596247608
"CTDSPL2",-0.29466471160597,4.42295614365448,-1.47448220484049,0.172915863033961,0.580906778691441,-1.36289418057179
"GAB3",1.07568054113108,1.81847833888485,1.43007630108562,0.172927162229408,0.580906778691441,1.36285833433025
"RCSD1",0.712372076788625,3.57535366774361,1.44213496474823,0.17299130407501,0.580943015985589,1.36265488009227
"HAUS8",0.675330153238876,1.42463072703329,1.40264697093835,0.17301911085677,0.580943015985589,1.36256669610719
"FABP7",0.908097733870453,5.76052337490064,1.45237426027548,0.173043851513724,0.580943015985589,1.36248824466778
"AC067838.1",-0.5614393648988,1.30583494413944,-1.4021787628868,0.17315730284613,0.581205329989549,-1.36212860326751
"PTPN23",-0.331552976825977,5.0410302334297,-1.47461211194896,0.173248217598686,0.581281151558714,-1.36184053006824
"ATP6V1FNB",0.879869538430526,0.146504872577116,1.42613310135714,0.173250534629367,0.581281151558714,1.36183318978334
"ATG16L1",-0.315721926205757,3.61384874229628,-1.40173744392542,0.173287638606696,0.581287131787689,-1.36171565547102
"PPCS",0.36640426440561,5.55091742680186,1.46430538372303,0.173398120834178,0.581307578808116,1.36136579214178
"POLB",-0.248607697370105,3.87039046709477,-1.40135390292602,0.173400973826167,0.581307578808116,-1.36135675979809
"SMG8",-0.669367288075777,1.13774597281717,-1.44177474307666,0.173422582772223,0.581307578808116,-1.36128835121499
"SLC16A9",0.885749154278023,5.11962366135584,1.49348153124568,0.173487744478354,0.581307578808116,1.36108210391583
"RAB27A",0.74706185844517,3.30950973434144,1.42898081845116,0.173504265276637,0.581307578808116,1.36102982212677
"MRI1",-0.401678271056976,3.58104412634647,-1.43376687822724,0.173527913738091,0.581307578808116,-1.36095499057767
"ACOT7",-0.409942642143525,5.02316823680764,-1.47618039248427,0.173540993782845,0.581307578808116,-1.36091360426554
"KCND3",0.914808224626486,4.65191267795597,1.47957754904513,0.173607668296613,0.581412575734099,1.36070267696512
"MORN1",0.903806125013071,1.39625784428967,1.42454374232575,0.173764430420213,0.581648729597442,1.3602069925112
"GPRIN1",1.31721837736931,1.41977309926546,1.42290680244662,0.173795624856743,0.581648729597442,1.3601083950423
"TOMM34",0.555721179170566,3.56144581990423,1.43293618224878,0.173818377142447,0.581648729597442,1.36003648934597
"AC009163.6",-1.13087799190303,-0.614586582593982,-1.4539299281741,0.173819557158669,0.581648729597442,-1.36003276024705
"XPR1",0.399230796767076,4.47280948624462,1.4301069915048,0.174005196218586,0.581936837901842,1.35944633722427
"SLC6A16",1.52893850501139,0.326154223932112,1.46462060448267,0.17403316261045,0.581936837901842,1.35935803352493
"NOC2L",-0.296522927016886,4.57350878641151,-1.44446955195378,0.174049819589815,0.581936837901842,-1.35930544425788
"SEPSECS",-0.365120201856645,3.46441929942852,-1.41571263525408,0.174050438555776,0.581936837901842,-1.3593034901365
"PAN2",-0.454005807136026,4.23222603852085,-1.42601495188933,0.174082460532951,0.581936837901842,-1.35920240146256
"APEH",0.531014327653043,4.67780397842175,1.4485312578664,0.174169512970478,0.582109600925093,1.35892765989649
"C10orf90",-0.40926822919358,4.16017350446248,-1.43970195754719,0.174230617791368,0.582195589237066,-1.35873487147607
"TSC1",-0.316785498414274,4.75886116804826,-1.40932539928143,0.174336713365733,0.582373917856808,-1.35840025514551
"NPHP3",-0.375937087226273,4.6765445767741,-1.40635609714269,0.174356358700647,0.582373917856808,-1.35833831213302
"GALK2",-0.380695601632053,4.20647678866293,-1.4482145707737,0.174393437504482,0.582373917856808,-1.35822141446417
"FTL",0.943547318590675,12.7690995305064,1.45359028749744,0.174425535706156,0.582373917856808,1.35812023403484
"PYCR3",0.763295864269997,2.4700898411469,1.45921454696176,0.174729191453332,0.58326943280882,1.3571637330224
"DPAGT1",0.394504843632231,3.7414067338922,1.43167047950504,0.17480417583605,0.583304635171161,1.35692772689489
"C9orf16",0.812117296176041,6.45387754155583,1.46013718204847,0.174822334982482,0.583304635171161,1.35687058409586
"AHCYL1",0.705477167760732,8.96121302674304,1.46924117978614,0.174846069471917,0.583304635171161,1.35679590361042
"LINC02193",-0.847096400701324,0.694727640552652,-1.39622723587505,0.174921536523761,0.583438128611987,-1.35655849707161
"AC092807.3",1.26851123179494,0.172833202453481,1.42940252716473,0.175032565747843,0.58363875245682,1.35620935690198
"TRAFD1",-0.305365857806961,4.82141455069925,-1.44202965163491,0.175067965439641,0.58363875245682,-1.35609807452403
"IQCJ-SCHIP1",-0.658758550269398,2.09512498061057,-1.42821346403546,0.17508807929023,0.58363875245682,-1.35603485215741
"NINL",0.445237345897143,2.91489571848107,1.39553981520758,0.175126224884533,0.583647687915098,1.35591496684004
"IGHG3",3.20346784285121,6.9246227753646,1.47816130437184,0.175285607424404,0.584060587443493,1.35541426447502
"ZIC2",0.892880124343722,4.27558746041625,1.4423755225739,0.175358628974158,0.584128911411705,1.35518497977031
"TXNDC16",-0.538603895901891,4.21879182235706,-1.50191898744567,0.175418220660627,0.584128911411705,-1.35499791707236
"PLK3",0.723189633085683,3.16406461432016,1.4491258025294,0.175437063866503,0.584128911411705,1.35493877672541
"TMEM106C",0.642926124901181,4.02792557802292,1.44675994662014,0.175448089512552,0.584128911411705,1.35490417437976
"AC124016.2",-0.987640213477279,2.64357721369756,-1.45150695437322,0.175540400653831,0.58431803672332,-1.35461453325826
"DHPS",-0.359399762392072,5.28815930155698,-1.40659672402128,0.175610622862661,0.584431190751345,-1.35439427581298
"SAMM50",-0.395269980666512,4.60129853107851,-1.46711796520114,0.175667705076695,0.584431190751345,-1.35421528139009
"NWD1",1.09090970782362,3.74798154964272,1.4734625352099,0.175682181803832,0.584431190751345,1.35416989317602
"ZNF469",0.738196023400987,2.1332180001965,1.41967483605932,0.175716444785663,0.584431190751345,1.35406248114453
"NTNG2",-0.780626132533311,3.46498866090967,-1.46623099096149,0.175774286693205,0.58444821738082,-1.3538811862836
"SRPK2",-0.407585697597887,6.25934581239851,-1.4889893002728,0.175823742622209,0.58444821738082,-1.35372621101777
"AC100793.2",1.13977252885567,0.382740379433116,1.40159541502532,0.175830221593338,0.58444821738082,1.35370591090054
"AC017071.1",1.58441919989866,-0.377596453893336,1.43204526831406,0.175863618671071,0.58444821738082,1.35360127896847
"PTGR1",0.524541695587394,3.82630929237656,1.42313631017059,0.175914254307713,0.58449846217283,1.35344266746663
"MICA",0.594581693610466,2.5318576972574,1.40345346957668,0.176065349021849,0.584834817033927,1.35296957936277
"ZNF846",0.531819449870296,2.60848111927641,1.43558863540531,0.176086560029356,0.584834817033927,1.35290319045093
"IPO7",0.255483190487318,6.58655337120958,1.45594195490125,0.176156392661607,0.58491239488161,1.35268466150851
"RBBP9",-0.25493904191517,3.97195214915282,-1.43729179400554,0.176181001484362,0.58491239488161,-1.35260766791609
"SALL3",0.577978861305472,3.58778213159707,1.43992052365136,0.176241651226,0.584957825770998,1.35241794737096
"AC009955.4",1.97288607768142,0.130845519269357,1.56923199515438,0.176265774928503,0.584957825770998,1.35234249871663
"NOV",1.36792257388415,1.63569265966116,1.43400868065964,0.17631351006649,0.584998273218595,1.3521932262442
"ENOX2",-0.489530027631949,3.50728842942121,-1.46283067647712,0.176419950800047,0.585233446949481,-1.35186048405113
"MATR3_ENSG00000015479",-1.12317181726863,2.20364468737584,-1.39826326749673,0.176462359898866,0.585256158173244,-1.35172795152577
"BEST1",-0.363361919589981,5.56895007938108,-1.43699427613425,0.176579980351859,0.585353101779242,-1.35136050044886
"MYH14",-0.393712489425112,4.55536035919988,-1.44978027228204,0.176597885960984,0.585353101779242,-1.35130457859824
"GPR135",1.07308285587136,2.17525832703561,1.46892455432573,0.176598295578413,0.585353101779242,1.35130329935221
"NPPC",-0.968656503013964,0.70947889213007,-1.44954487784634,0.176698348036416,0.585445796260815,-1.35099089910177
"BEND3",0.735564736527399,0.724456432724057,1.39025975291047,0.176704757835453,0.585445796260815,1.3509708898659
"C11orf49",0.326109947122711,4.89184294492627,1.4058685581445,0.176732983886719,0.585445796260815,1.35088278406573
"CITED1",1.62716167811619,0.606867707557473,1.48211113121218,0.17682485629094,0.585632251958142,1.35059608286467
"PROSER3",0.917013706214406,0.77525629724208,1.40705892534792,0.176872034262484,0.585670637395916,1.35044890027375
"PDSS1",-0.750351561831519,2.07883738820671,-1.44320639004717,0.176925544425661,0.585729970752987,-1.35028199834668
"MAGIX",-0.442124888723095,1.98950357725247,-1.38923667184421,0.177011916193503,0.585796145621469,-1.35001267811365
"COL4A2",0.686619148625355,3.32299520738172,1.41357446475158,0.177016724322511,0.585796145621469,1.34999768851737
"HHIPL1",0.583492446890614,3.43061391389172,1.45811570375237,0.177077312357419,0.585878835839575,1.34980882810475
"SLC31A1",0.332130059740393,4.19590343509792,1.41176391138328,0.177240345478083,0.586101873049749,1.3493008725946
"TBC1D7",-0.514363932745798,2.81123892506948,-1.48437104449182,0.177261713422904,0.586101873049749,-1.34923432317848
"RHBDD3",0.28571296617029,3.96312942444627,1.43604070708304,0.17728922131928,0.586101873049749,1.34914865998115
"SNHG21",-0.376726410496354,3.10920628666468,-1.40147731756423,0.177296973225935,0.586101873049749,-1.34912452131509
"AC110597.1",-1.1348845152334,0.35082239378458,-1.43326447611038,0.1773969793428,0.586101873049749,-1.34881318267834
"TCERG1",-0.405814263141773,4.7907049043772,-1.45422995734713,0.177399044930852,0.586101873049749,-1.34880675347602
"SLA",0.729316479355372,4.00309121389513,1.42354679681239,0.177401634931192,0.586101873049749,1.34879869210413
